,Name,Link
1602,Business Operations Support in Google Sheets (Coursera Project Network),https://coursera.org/learn/business-operations-support-in-google-sheets
1603,Business Opportunities and Risks in a Globalized Economy (IE Business School),https://coursera.org/learn/business-opportunities-and-risks-in-a-globalized-economy
1604,Business Partner e o Papel dos Agentes na Gestão de RH (Fundação Instituto de Administração),https://coursera.org/learn/business-partner-e-o-papel-dos-agentes-na-gestao-de-rh
1605,Business Process Management in Healthcare Organizations (Rutgers the State University of New Jersey),https://coursera.org/learn/business-process-management-in-healthcare-organizations
1606,Business Process Modelling (Starweaver),https://coursera.org/learn/business-process-modelling
1607,Business Statistics and Analysis Capstone (Rice University),https://coursera.org/learn/business-statistics-analysis-capstone
1608,Business Strategies for Social Impact (University of Pennsylvania),https://coursera.org/learn/wharton-social-impact
1609,Business Strategy (University of Illinois at Urbana-Champaign),https://coursera.org/learn/strategy-business
1610,Business Strategy in Practice (Project-centered Course) (University of Virginia),https://coursera.org/learn/uva-darden-business-strategy-capstone
1611,Business Strategy: Business Model Canvas Analysis with Miro (Coursera Project Network),https://coursera.org/learn/canvas-analysis-miro
1612,"Business Sustainability in the Circular Economy (University of London, Royal Holloway, University of London)",https://coursera.org/learn/business-sustainability-circular-economy
1613,Business Transformation with Google Cloud auf Deutsch (Google Cloud),https://coursera.org/learn/business-transformation-google-cloud-de
1614,Business Transformation with Google Cloud em Português (Google Cloud),https://coursera.org/learn/business-transformation-google-cloud-br
1615,Business Transformation with Google Cloud en Español (Google Cloud),https://coursera.org/learn/business-transformation-google-cloud-es
1616,Business Transformation with Google Cloud en Français (Google Cloud),https://coursera.org/learn/business-transformation-google-cloud-fr
1617,Business Transformation with Google Cloud 中文 (Google Cloud),https://coursera.org/learn/business-transformation-google-cloud-cn
1618,Business Transformation with Google Cloud 日本語版 (Google Cloud),https://coursera.org/learn/business-transformation-google-cloud-jp
1619,Business Writing (University of Colorado Boulder),https://coursera.org/learn/writing-for-business
1620,Business for Good: Fundamentals of Corporate Responsibility (London Business School),https://coursera.org/learn/business-for-good-fundamentals-of-corporate-responsibility
1621,Business intelligence and data analytics: Generate insights (Macquarie University),https://coursera.org/learn/business-intelligence-data-analytics
1622,Business intelligence and data warehousing (Universidad Nacional Autónoma de México),https://coursera.org/learn/business-intelligence-data-warehousing
1623,Búsqueda avanzada y verificación de información (Radio y Televisión Española),https://coursera.org/learn/busqueda-avanzada-y-verificacion-de-informacion
1624,"C Programming: Advanced Data Types - 5 (Dartmouth College, Institut Mines-Télécom)",https://coursera.org/learn/c-programming-advanced-data-types
1625,"C Programming: Getting Started - 1 (Dartmouth College, Institut Mines-Télécom)",https://coursera.org/learn/c-programming-getting-started
1626,"C Programming: Language Foundations - 2 (Dartmouth College, Institut Mines-Télécom)",https://coursera.org/learn/c-programming-language-foundations
1627,"C Programming: Modular Programming and Memory Management - 3 (Dartmouth College, Institut Mines-Télécom)",https://coursera.org/learn/c-programming-modular-programming-and-memory-management
1628,"C Programming: Pointers and Memory Management - 4 (Dartmouth College, Institut Mines-Télécom)",https://coursera.org/learn/c-programming-pointers-and-memory-management
1629,"C Programming: Using Linux Tools and Libraries - 7 (Dartmouth College, Institut Mines-Télécom)",https://coursera.org/learn/c-programming-using-linux-tools-and-libraries
1630,"C for Everyone: Programming Fundamentals (University of California, Santa Cruz)",https://coursera.org/learn/c-for-everyone
1631,"C for Everyone: Structured Programming (University of California, Santa Cruz)",https://coursera.org/learn/c-structured-programming
1632,C# Class Development (University of Colorado System),https://coursera.org/learn/csharp-class-development
1633,C# for .NET Developers (Board Infinity ),https://coursera.org/learn/c-sharp-for-dot-net
1634,C#程序设计 (Peking University),https://coursera.org/learn/sheng-c-biancheng
1635,"C++ Basic Structures: Vectors, Pointers, Strings, and Files (Codio)",https://coursera.org/learn/cpp-basic-structures-vectors-pointers-strings-and-files
1636,C++ Basics: Selection and Iteration (Codio),https://coursera.org/learn/codio-cpp-basics
1637,C++ Class Development (University of Colorado System),https://coursera.org/learn/cpp-class-development
1638,C++ Classes and Objects (Coursera Project Network),https://coursera.org/learn/cpp-classes-and-objects
1639,C++ Data Structures in the STL (Coursera Project Network),https://coursera.org/learn/cpp-data-structures-in-the-stl
1640,C++ Decision Programming (Coursera Project Network),https://coursera.org/learn/cpp-decision-programming
1641,"C++ For C Programmers, Part A (University of California, Santa Cruz)",https://coursera.org/learn/c-plus-plus-a
1642,"C++ For C Programmers, Part B (University of California, Santa Cruz)",https://coursera.org/learn/c-plus-plus-b
1643,"C++ Inheritance, Aggregation and Composition (Coursera Project Network)",https://coursera.org/learn/cpp-inheritance-aggregation-composition
1644,C++ Interacting with the World and Error Handling (Infosec),https://coursera.org/learn/c-interacting-with-the-world-and-error-handling
1645,C++ Lab Content (Infosec),https://coursera.org/learn/c-lab-content
1646,"C++ Object Basics: Functions, Recursion, and Objects (Codio)",https://coursera.org/learn/cpp-object-basics
1647,"C++ Programming: Classes and Data (University of London, Goldsmiths, University of London)",https://coursera.org/learn/cplusplus-crypto-ii
1648,C++ Superpowers and More (Infosec),https://coursera.org/learn/c-superpowers-and-more
1649,C++ بلغة  Snake Game برمجة لعبة الثعبان (Coursera Project Network),https://coursera.org/learn/luebat-althueban-c-plus-plus
1650,C++程序设计 (Peking University),https://coursera.org/learn/cpp-chengxu-sheji
1651,CAD/BIM技術與應用專項課程（CAD/BIM Specialization) (National Taiwan University),https://coursera.org/learn/cad-bim-shiwu
1652,CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360 (Autodesk),https://coursera.org/learn/cam-design-manufacturing-mechanical-engineers
1653,CAPSTONE: Your Leadership Challenge (HEC Paris),https://coursera.org/learn/leadership-challenge
1654,CASL Programming for Distributed Computing in SAS® Viya® (SAS),https://coursera.org/learn/casl-programming-sas-viya-distributed-computing
1655,CBRS Professional Training (Google - Spectrum Sharing),https://coursera.org/learn/google-cbrs-professional-training
1656,CFD Simulation Through a Centrifugal Pump (Coursera Project Network),https://coursera.org/learn/cfd-simulation-through-a-centrifugal-pump-obg1d
1657,CFD Simulation um einen Spoiler (Coursera Project Network),https://coursera.org/learn/cfd-simulation-um-einen-spoiler
1658,CI/CD for Software Developers (Codio),https://coursera.org/learn/codio-cicd-for-software-developers
1659,CNNs with TensorFlow: Basics of Machine Learning (Coursera Project Network),https://coursera.org/learn/cnns-with-tensorflow-basics-of-machine-learning
1660,COBOL Programming with VSCode (IBM ),https://coursera.org/learn/cobol-programming-vscode
1661,COVID Vaccine Ambassador Training: How to Talk to Parents (Johns Hopkins University),https://coursera.org/learn/covid-vaccine-ambassador
1662,COVID-19 - A clinical update (University of Florida),https://coursera.org/learn/covid19clinicalupdate
1663,COVID-19 : Les séries temporelles avec Python et Pandas (Coursera Project Network),https://coursera.org/learn/covid-19-series-temporelles-python
1664,COVID-19 : à la recherche des contacts (University of Geneva),https://coursera.org/learn/covid-19-recherche-contacts
1665,COVID-19 Contact Tracing (Johns Hopkins University),https://coursera.org/learn/covid-19-contact-tracing
1666,COVID-19 Training for Healthcare Workers (Stanford University),https://coursera.org/learn/covid-19-training-healthcare
1667,COVID-19 mRNA Vaccine Degradation Prediction (Coursera Project Network),https://coursera.org/learn/covid-19-mrna-vaccine-degradation-prediction
1668,COVID-19: What You Need to Know (Osmosis),https://coursera.org/learn/covid-19-what-you-need-to-know
1669,COVID19 Data Analysis Using Python (Coursera Project Network),https://coursera.org/learn/covid19-data-analysis-using-python
1670,COVID19 Data Visualization Using Python (Coursera Project Network),https://coursera.org/learn/covid19-data-visualization-using-python
1671,"CRM, Dados e o Futuro Centrado no Cliente (Fundação Instituto de Administração)",https://coursera.org/learn/crm-dados-e-o-futuro-centrado-no-cliente
1672,CRUD Operations using MongoDB NoSQL (Coursera Project Network),https://coursera.org/learn/crud-operations-using-mongodb-nosql
1673,CSS Animated Components with ReactJS (Coursera Project Network),https://coursera.org/learn/reactjs-css-animation
1674,CSS3 Flexbox - Mastering the Basics (Coursera Project Network),https://coursera.org/learn/css-flexbox-mastering-the-basics
1675,CUDA Advanced Libraries (Johns Hopkins University),https://coursera.org/learn/cuda-advanced-libraries
1676,CUDA at Scale for the Enterprise (Johns Hopkins University),https://coursera.org/learn/cuda-at-scale-for-the-enterprise
1677,Caching and Datagroups with LookML (Google Cloud),https://coursera.org/learn/googlecloud-caching-and-datagroups-with-lookml-4eyik
1678,Cadeia de Suprimentos na Nuvem (Fundação Instituto de Administração),https://coursera.org/learn/cadeia-de-suprimentos-na-nuvem
1679,Calcul de données en SQL (Coursera Project Network),https://coursera.org/learn/calcul-de-donnees-en-sql
1680,Calculate Data in SQL using MySQL Workbench (Coursera Project Network),https://coursera.org/learn/calculate-data-sql-mysql-workbench
1681,Calculating Descriptive Statistics in R (Coursera Project Network),https://coursera.org/learn/calculating-descriptive-statistics-in-r
1682,Calculus for Machine Learning and Data Science (DeepLearning.AI),https://coursera.org/learn/machine-learning-calculus
1683,Calculus through Data & Modeling: Applying Differentiation (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-applying-differentiation
1684,Calculus through Data & Modeling: Differentiation Rules (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-differentiation-rules
1685,Calculus through Data & Modeling: Limits & Derivatives (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-imits-derivatives
1686,Calculus through Data & Modeling: Precalculus Review (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-precalculus-review
1687,Calculus through Data & Modelling: Integration Applications (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-integration-applications
1688,Calculus through Data & Modelling: Series and Integration (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-series-and-integrals
1689,Calculus through Data & Modelling: Techniques of Integration (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-techniques-of-integration
1690,Calculus through Data & Modelling: Vector Calculus (Johns Hopkins University),https://coursera.org/learn/calculus-through-data-and-modelling-vector-calculus
1691,Calculus: Single Variable Part 1 - Functions (University of Pennsylvania),https://coursera.org/learn/single-variable-calculus
1692,Calculus: Single Variable Part 2 - Differentiation (University of Pennsylvania),https://coursera.org/learn/differentiation-calculus
1693,Calculus: Single Variable Part 3 - Integration (University of Pennsylvania),https://coursera.org/learn/integration-calculus
1694,Calculus: Single Variable Part 4 - Applications (University of Pennsylvania),https://coursera.org/learn/applications-calculus
1695,Calidad en la atención clínica (Tecnológico de Monterrey),https://coursera.org/learn/calidad-en-la-atn-clnica
1696,Call Center Customer Service (CVS Health),https://coursera.org/learn/call-center-customer-service
1697,Calling APIs with React (Coursera Project Network),https://coursera.org/learn/calling-apis-with-react
1698,Calvin - Histoire et réception d'une Réforme (University of Geneva),https://coursera.org/learn/calvin
1699,Cambio climático en empresas de agua y saneamiento (Banco Interamericano de Desarrollo),https://coursera.org/learn/cambio-climatico-en-empresas-de-agua-y-saneamiento
1700,Camera Control (Michigan State University),https://coursera.org/learn/camera-control
1701,Camera and Imaging (Columbia University),https://coursera.org/learn/cameraandimaging
1702,"Cameras, Exposure, and Photography (Michigan State University)",https://coursera.org/learn/exposure-photography
1703,Camino a la Excelencia en Gestión de Proyectos (Pontificia Universidad Católica de Chile),https://coursera.org/learn/camino-excelencia-gestion-proyectos
1704,"Cannabis, Chronic Pain, and Related Disorders (University of Colorado Boulder)",https://coursera.org/learn/pain-cannabis-cbd-thc
1705,"Cannabis, Mental Health, and Brain Disorders (University of Colorado Boulder)",https://coursera.org/learn/mentalhealth-cannabis-cbd-thc
1706,Canva for college students (Coursera Project Network),https://coursera.org/learn/canva-for-college-students
1707,Canva for teachers (Coursera Project Network),https://coursera.org/learn/canva-for-teachers
1708,Canva para estudiantes universitarios (Coursera Project Network),https://coursera.org/learn/canva-para-estudiantes-universitarios
1709,Canva pour les débutants (Coursera Project Network),https://coursera.org/learn/canva-pour-debutants
1710,Canvas de propuesta de valor con Miro (Coursera Project Network),https://coursera.org/learn/canvas-de-propuesta-de-valor--con-miro
1711,Capacitación sobre COVID-19 para trabajadores de salud (Stanford University),https://coursera.org/learn/covid-19-capacitacion-trabajadores-de-la-salud
1712,Capital-investissement et capital-risque (Università Bocconi),https://coursera.org/learn/private-equity-fr
1713,Capitalismo Consciente (Insper),https://coursera.org/learn/capitalismo-consciente
1714,Capstone (React App) (Meta),https://coursera.org/learn/capstone-react-app
1715,Capstone - Launch Your Own Business! (Michigan State University),https://coursera.org/learn/start-your-own-business-project
1716,"Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness (University at Buffalo, The State University of New York)",https://coursera.org/learn/nonprofit-gov-capstone
1717,Capstone : Application de la gestion de projets dans le monde réel (Google),https://coursera.org/learn/capstone-application-de-la-gestion-de-projets-dans-le-monde-reel
1718,Capstone Assignment - CDSS 5 (University of Glasgow ),https://coursera.org/learn/cdss5-capstoneassignment
1719,Capstone Course: Start Up Your Fintech Future (University of Cape Town),https://coursera.org/learn/startup-fintech-capstone
1720,"Capstone MOOC for ""Android App Development"" (Vanderbilt University)",https://coursera.org/learn/aadcapstone
1721,Capstone Project (NIIT),https://coursera.org/learn/react-capstone-project
1722,Capstone Project Using Node.js (NIIT),https://coursera.org/learn/capstone-project-using-nodejs
1723,Capstone Project: Advanced AI for Drug Discovery (LearnQuest),https://coursera.org/learn/ai-for-drug-discovery
1724,Capstone Project: Predicting Safety Stock (LearnQuest),https://coursera.org/learn/ml-safety-stock
1725,Capstone Project: Teaching Impacts of Technology (University of California San Diego),https://coursera.org/learn/teach-impacts-technology-capstone
1726,Capstone Value Creation through Innovation (EIT Digital ),https://coursera.org/learn/capstone-value-creation-innovation
1727,Capstone and Practice Exam (AZ-500) (Microsoft),https://coursera.org/learn/az-500-capstone-and-practice-exam
1728,Capstone:  Autonomous Runway Detection for IoT (EIT Digital ),https://coursera.org/learn/autonomous-runway-detection
1729,Capstone:  Create Value from Open Data (ESSEC Business School),https://coursera.org/learn/strategic-business-analytics-capstone
1730,Capstone: Analyzing (Social) Network Data (University of California San Diego),https://coursera.org/learn/intermediate-programming-capstone
1731,Capstone: Application de la gestion de projets dans le monde réel (Google),https://coursera.org/learn/applying-project-management-cdfr
1732,Capstone: Applying Project Management in the Real World (Google),https://coursera.org/learn/applying-project-management
1733,Capstone: Build a Winning Investment Portfolio (Rice University),https://coursera.org/learn/investment-portfolio-management-capstone
1734,Capstone: Connected Planning for Business Transformation (Anaplan),https://coursera.org/learn/capstone-connected-planning-for-business-transformation
1735,Capstone: Create your own professional journalistic portfolio (Michigan State University),https://coursera.org/learn/become-a-journalist-capstone
1736,Capstone: Creating A Sustainability Proposal (University of Colorado System),https://coursera.org/learn/sustainability-proposal
1737,Capstone: Data Science Problem in Linear Algebra Framework (Howard University),https://coursera.org/learn/capstone-a-data-science-problem-in-linear-algebra-framework
1738,Capstone: Design Thinking for IS in Business (Howard University),https://coursera.org/learn/design-thinking-for-is-in-business
1739,Capstone: Following the Well Architected Framework (Amazon Web Services),https://coursera.org/learn/the-well-architected-framework
1740,"Capstone: Retrieving, Processing, and Visualizing Data with Python (University of Michigan)",https://coursera.org/learn/python-data-visualization
1741,Capstone: Your Story (Wesleyan University),https://coursera.org/learn/story-writing-project
1742,Car Transport App in Figma (Coursera Project Network),https://coursera.org/learn/car-transport-app-figma
1743,Care: The First Step in Tech Innovation for Entrepreneurs (Arizona State University),https://coursera.org/learn/care-the-first-step-in-tech-innovation-for-entrepreneurs
1744,Career 911: Your Future Job in Medicine and Healthcare (Northwestern University),https://coursera.org/learn/healthcarejobs
1745,Career Decisions: From Insight to Impact (Wesleyan University),https://coursera.org/learn/career-decisions
1746,Career Options: Exploring a New Career (University System of Georgia),https://coursera.org/learn/career-exploration
1747,Career Planning:  A Pathway to Employment (University System of Georgia),https://coursera.org/learn/career-planning
1748,Career Self-Management Advanced Certification (The State University of New York),https://coursera.org/learn/career-fitness
1749,"Career Success Project (University of California, Irvine)",https://coursera.org/learn/career-success-capstone
1750,Career Support Community and Resources (Goodwill Industries International),https://coursera.org/learn/career-support-community-and-resources
1751,"Career planning: Your career, your life (Macquarie University)",https://coursera.org/learn/career-development-planning
1752,Careers in Sustainability (Arizona State University),https://coursera.org/learn/sustainability-careers
1753,Cartographie thématique (École normale supérieure),https://coursera.org/learn/cartographie
1754,Case Studies in Personalized Medicine (Vanderbilt University),https://coursera.org/learn/personalizedmed
1755,Case studies in business analytics with ACCENTURE (ESSEC Business School),https://coursera.org/learn/case-studies-business-analytics-accenture
1756,Causal Inference  2 (Columbia University),https://coursera.org/learn/causal-inference-2
1757,Causal Inference (Columbia University),https://coursera.org/learn/causal-inference
1758,Causes of Racial Inequity in Healthcare (University of Michigan),https://coursera.org/learn/causes-of-racial-inequity-in-healthcare
1759,Central Banks and Monetary Policy (University of Illinois at Urbana-Champaign),https://coursera.org/learn/central-banks-monetary-policies
1760,Ceramics and Composites (Arizona State University),https://coursera.org/learn/ceramics-and-composites
1761,Cervical Cancer Risk Prediction Using Machine Learning (Coursera Project Network),https://coursera.org/learn/cervical-cancer-risk-prediction-using-machine-learning
1762,Challenges of Agribusiness Management (Università Bocconi),https://coursera.org/learn/agribusiness-management-challenges
1763,Challenges of Leading Individuals in the Tech Industry (University of Colorado Boulder),https://coursera.org/learn/challenges-of-leading-individuals-in-the-tech-industry
1764,Challenges of Leading Technical Teams (University of Colorado Boulder),https://coursera.org/learn/challenges-of-leading-technical-teams
1765,Challenging Forensic Science: How Science Should Speak to Court (University of Lausanne),https://coursera.org/learn/challenging-forensic-science
1766,Change Leadership: Developing Force Field Analysis in Miro (Coursera Project Network),https://coursera.org/learn/change-force-analysis
1767,Change Leadership: Developing Strategic Gap Analysis in Miro (Coursera Project Network),https://coursera.org/learn/change-gap-analysis
1768,Change Leadership: Strategic Route Analysis with Miro (Coursera Project Network),https://coursera.org/learn/route-analysis-miro
1769,Channel Management and Retailing (IE Business School),https://coursera.org/learn/channel-management
1770,Character Design for Video Games (California Institute of the Arts),https://coursera.org/learn/game-character-design
1771,Charles Darwin: El origen del evolucionismo moderno (Universidad Nacional Autónoma de México),https://coursera.org/learn/darwin-origen-evolucionismo-moderno
1772,"Charts, Pictures, Themes, and Styles in Microsoft Excel (Coursera Project Network)",https://coursera.org/learn/charts-pictures-themes-styles-microsoft-excel
1773,ChatGPT Advanced Data Analysis (Vanderbilt University),https://coursera.org/learn/chatgpt-advanced-data-analysis
1774,ChatGPT Playground for Beginners: Intro to NLP AI (Coursera Project Network),https://coursera.org/learn/rudi-hinds-chatgpt-playground-for-beginners-intro-to-nlp-ai
1775,ChatGPT Prompt Engineering for Developers (DeepLearning.AI),https://coursera.org/learn/chatgpt-prompt-engineering-for-developers-project
1776,ChatGPT Teach-Out (University of Michigan),https://coursera.org/learn/chatgpt-teach-out
1777,ChatGPT for Beginners: Save time with Microsoft Excel (Coursera Project Network),https://coursera.org/learn/chatgpt-for-beginners-save-time-with-microsoft-excel
1778,ChatGPT for Beginners: SciFi Writing with Dall-e (Coursera Project Network),https://coursera.org/learn/chatgpt-dall-e-scifi-writing
1779,ChatGPT with Python: Build a Chatbot With the OpenAI API (Coursera Project Network),https://coursera.org/learn/rudi-hinds-chatgpt-with-python-build-a-chatbot-with-the-openai-api
1780,Check Point Jump Start - CloudGuard Workload Protection (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start---cloudguard-workload-protection
1781,Check Point Jump Start: Cloud Security (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-cloud-security
1782,Check Point Jump Start: CloudGuard Posture Management (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-cloudguard-posture-management
1783,Check Point Jump Start: Harmony Endpoint Security (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-harmony-endpoint-security
1784,Check Point Jump Start: Harmony Mobile (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-harmony-mobile
1785,Check Point Jump Start: Maestro Hyperscale Network Security (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-maestro
1786,Check Point Jump Start: Network Security (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-network-security
1787,Check Point Jump Start: Product Deployment (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-product-deployment
1788,Check Point Jump Start: Quantum Management (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-quantum-management
1789,Check Point Jump Start: SMB Network Security (Check Point Software Technologies Ltd.),https://coursera.org/learn/check-point-jump-start-smb-network-security
1790,Check Point: Next-Gen Data Center Security CloudGuard for Google Cloud (Google Cloud),https://coursera.org/learn/googlecloud-check-point-next-gen-data-center-security-cloudguard-for-googl-eyzpg
1791,"Chemerinsky on Constitutional Law - The Structure of Government (University of California, Irvine)",https://coursera.org/learn/chemerinsky-on-constitutional-law-structure-of-government
1792,"Chemerinsky on Constitutional Law – Individual Rights and Liberties (University of California, Irvine)",https://coursera.org/learn/chemerinsky-individual-rights
1793,Chemical Biology (University of Geneva),https://coursera.org/learn/chemical-biology
1794,Chemical Engineering Thermodynamics 1 (Korea Advanced Institute of Science and Technology(KAIST)),https://coursera.org/learn/chemtherm1
1795,Chemical Engineering Thermodynamics 2 (Korea Advanced Institute of Science and Technology(KAIST)),https://coursera.org/learn/chemtherm2
1796,Chemicals and Health (Johns Hopkins University),https://coursera.org/learn/chemicals-health
1797,Chemistry (University of Kentucky),https://coursera.org/learn/chemistry-1
1798,Chicken Behaviour and Welfare (The University of Edinburgh),https://coursera.org/learn/chickens
1799,Chicken Invaders Game in Python using Pygame (Coursera Project Network),https://coursera.org/learn/chicken-invaders-game-in-python-using-pygame
1800,Child Care as a Business (The State University of New York),https://coursera.org/learn/childcare-as-a-business
1801,Child Nutrition and Cooking (Stanford University),https://coursera.org/learn/childnutrition
1802,Childbirth: A Global Perspective (Emory University),https://coursera.org/learn/childbirth
1803,"Children Acquiring Literacy Naturally (University of California, Santa Cruz)",https://coursera.org/learn/children-literacy
1804,Children's Human Rights - An Interdisciplinary Introduction (University of Geneva),https://coursera.org/learn/childrens-rights
1805,Chimpanzee Behavior and Conservation (Duke University),https://coursera.org/learn/chimp
1806,China Strategy (The Chinese University of Hong Kong),https://coursera.org/learn/china-strategy
1807,China’s Economic Transformation Part 1: Economic Reform and Growth in China (The Hong Kong University of Science and Technology),https://coursera.org/learn/econtransform1
1808,Chinese Characters for beginner (2)    汉字(2) (Peking University),https://coursera.org/learn/hanzi-2
1809,Chinese Characters for beginner (3) 汉字(3) (Peking University),https://coursera.org/learn/hanzi-3
1810,Chinese Characters for beginner 汉字 (Peking University),https://coursera.org/learn/hanzi
1811,Chinese Culture and Contemporary China (Nanjing University),https://coursera.org/learn/china-culture-contemporary
1812,Chinese Politics Part 1 – China and Political Science (The Hong Kong University of Science and Technology),https://coursera.org/learn/chinesepolitics1
1813,Chinese Politics Part 2 – China and the World (The Hong Kong University of Science and Technology),https://coursera.org/learn/chinese-politics-2
1814,Chinese for Beginners (Peking University),https://coursera.org/learn/learn-chinese
1815,Chinese for HSK 1 (Peking University),https://coursera.org/learn/hsk-1
1816,Chinese for HSK 2 (Peking University),https://coursera.org/learn/hsk-2
1817,Chinese for HSK 3 PART I (Peking University),https://coursera.org/learn/hsk-3
1818,Chinese for HSK 3 PART II (Peking University),https://coursera.org/learn/hsk-3-part2
1819,Chinese for HSK 4 (Peking University),https://coursera.org/learn/hsk-4
1820,Chinese for HSK 5 (Peking University),https://coursera.org/learn/chinese-for-hsk5
1821,Chinese for HSK 6 (Peking University),https://coursera.org/learn/chinese-for-hsk-6
1822,Chino básico: Cómo dar una primera impresión positiva (Arizona State University),https://coursera.org/learn/chino-primera-impresion
1823,Chino básico: La etiqueta social en los negocios (Arizona State University),https://coursera.org/learn/chino-etiqueta-negocios
1824,Chino básico: Los viajes de negocios (Arizona State University),https://coursera.org/learn/chino-viajes-de-negocios
1825,Choisir la Meilleure Méthode pour Illustrer les Données (Coursera Project Network),https://coursera.org/learn/choisir-la-meilleure-methode-pour-illustrer-les-donnees
1826,Choisir une distribution Linux (Coursera Project Network),https://coursera.org/learn/choisir-une-distribution-linux
1827,Choisissez une publication basée sur l'engagement avec Facebook pour les entreprises (Coursera Project Network),https://coursera.org/learn/choisissez-une-publication-basee-sur-l-engagement-avec-facebook-pour-entreprises
1828,Choose Azure SQL Database Service Tier that Suits Your Needs (Coursera Project Network),https://coursera.org/learn/choose-azure-sql-database-service-tier-suits-needs
1829,Choosing Which Method Is Best For Illustrating Data (Coursera Project Network),https://coursera.org/learn/choosing-method-best-illustrating-data
1830,Choosing a Facebook Post Type Based on Desired Engagement (Coursera Project Network),https://coursera.org/learn/choosing-facebook-post-type-desired-engagement
1831,Choosing an Objective for a Facebook Ad Campaign (Coursera Project Network),https://coursera.org/learn/choosing-an-objective-for-a-facebook-ad-campaign
1832,Chosen Issues in Holocaust History (Yad Vashem ),https://coursera.org/learn/chosenissues
1833,Christianity & Ecology (Yale University),https://coursera.org/learn/christianity-ecology
1834,"Chronically Ill in an Emergency: Why Mental Health Matters (University of Copenhagen, Danish Red Cross, Reference Centre for Psychosocial Support)",https://coursera.org/learn/mental-health-emergencies
1835,Chronicle SIEM: Introduction & Single Event Rules (Google Cloud),https://coursera.org/learn/googlecloud-chronicle-siem-introduction-single-event-rules-dwafp
1836,Chronicle SIEM: Multi Event Rules (Google Cloud),https://coursera.org/learn/googlecloud-chronicle-siem-multi-event-rules-ergjj
1837,Chronicle SIEM: Outcomes & Functions (Google Cloud),https://coursera.org/learn/googlecloud-chronicle-siem-outcomes-functions-mingr
1838,Church Administration Theology and Time Management (Duke University),https://coursera.org/learn/theology-church-administration
1839,Cible démographie spécifique de l’utilisateur dans campagne de suivi (Coursera Project Network),https://coursera.org/learn/cible-demographie-specifique-de-l-utilisateur-dans-campagne-de-suivi
1840,Ciclo completo del desarrollo de un proyecto de Data Science (Coursera Project Network),https://coursera.org/learn/ciclo-completo-del-desarrollo-de-un-proyecto-de-data-science
1841,Ciencia de Datos Aplicada al Marketing (Universidades Anáhuac),https://coursera.org/learn/ciencia-de-datos-aplicada-al-marketing
1842,Ciencia de datos energéticos (Universidad Nacional de Colombia),https://coursera.org/learn/ciencia-de-datos-energticos
1843,Cifar-10 Image Classification with Keras and Tensorflow 2.0 (Coursera Project Network),https://coursera.org/learn/cifar-10-image-classification
1844,Cifrado con Python: Cifrar Datos con Pares de Claves (Coursera Project Network),https://coursera.org/learn/cifrado-con-python-cifrar-datos-con-pares-de-claves
1845,Circadian clocks: how rhythms structure life (Ludwig-Maximilians-Universität München (LMU)),https://coursera.org/learn/circadian-clocks
1846,Circuitos con SPICE: Análisis en el tiempo y la frecuencia (Pontificia Universidad Católica de Chile),https://coursera.org/learn/circuitos-spicey-2
1847,Circuitos con SPICE: Fundamentos de los circuitos eléctricos (Pontificia Universidad Católica de Chile),https://coursera.org/learn/circuitos-spicey-1
1848,Circuitos con SPICE: Sistemas trifásicos y análisis avanzado (Pontificia Universidad Católica de Chile),https://coursera.org/learn/circuitos-spicey-3
1849,"Circular Economy - Sustainable Materials Management (Lund University, EIT RawMaterials, VITO, Geological Survey of Denmark and Greenland, National Technical University of Athens, Ghent University, Delft University of Technology)",https://coursera.org/learn/circular-economy
1850,Cisco: SD-WAN Cloud Hub with Google Cloud (Google Cloud),https://coursera.org/learn/googlecloud-cisco-sd-wan-cloud-hub-with-google-cloud-xxc7x
1851,Citation Analysis for Bibliometric Study (Coursera Project Network),https://coursera.org/learn/citation-analysis-for-bibliometric-study
1852,Cities and Consumption: Urban Sustainability and the Sharing Economy (Lund University),https://coursera.org/learn/sharing-cities
1853,Cities are back in town : sociologie urbaine pour un monde globalisé (Sciences Po),https://coursera.org/learn/developpement-urbain
